,codename,guname,title,date,place,org_name,use_trgt,use_fee,player,program,etc_desc,org_link,main_img,rgstdate,ticket,strtdate,end_date,themecode
0,클래식,마포구,2022 M 소나타 시리즈 #6 [문지영 피아노 리사이틀],2022-11-24~2022-11-24,마포아트센터 아트홀맥 ,,8세이상 관람가능 [미취학아동입장불가],"VIP 44,000원, R 33,000원 S 22,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2020&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9b517cc836745da99f34e9193c483e0&thumb=Y,2022-04-29,기관,2022-11-24 00:00:00.0,2022-11-24 00:00:00.0,기타
1,콘서트,강남구,"2022 카즈미 타테이시 트리오 내한공연-지브리, 재즈를 만나다-(서울 강남) ",2022-11-04~2022-11-04,광림아트센터 장천홀,인터파크,8세 이상,"VIP석 77,000원 R석 66,000원 S석 55,000원",Piano 카즈미 타테이시(Kazumi Tateishi) Contrabass 시노부 사토(Shinobu Sato) Drums 마오 스즈키(Mao Suzuki) Special Guest 김단비(해금),"하울의 움직이는 성, 센과 치히로의 행방불명 등 재즈로 즐기는 지브리 애니메이션의 명곡","VIP석 예매자 전원에게 센카 퍼펙트휩 프레쉬(100ml)를 드립니다.(티켓 1매당 1개, 현장수령)",https://tickets.interpark.com/goods/22009606,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=485e4807f93948188b5b1cc500f42b27&thumb=Y,2022-07-29,시민,2022-11-04 00:00:00.0,2022-11-04 00:00:00.0,기타
2,클래식,마포구,2022 M 소나타 시리즈 #5 [김도현 피아노 리사이틀],2022-10-30~2022-10-30,마포아트센터 아트홀맥 ,,8세이상 관람가능 [미취학아동입장불가],"VIP 44,000원, R 33,000원 S 22,000원",,"피아니스트 김도현은 좌중을 사로잡는 존재감과 파워를 겸비한 음악가로, 폭넓은 레퍼토리로 두루 넘볼 수 없는 깊이의 예술성을 선보이고 있다. ",,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2019&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=97c2d597d4e24d42a8151b38e2c71e6a&thumb=Y,2022-04-29,기관,2022-10-30 00:00:00.0,2022-10-30 00:00:00.0,기타
3,콘서트,광진구,"2022 카즈미 타테이시 트리오 내한공연-지브리, 재즈를 만나다-(서울 광진)",2022-10-30~2022-10-30,나루아트센터 대공연장,인터파크,8세 이상,"VIP석 77,000원 R석 66,000원 S석 55,000원",Piano 카즈미 타테이시(Kazumi Tateishi) Contrabass 시노부 사토(Shinobu Sato) Drums 마오 스즈키(Mao Suzuki) Special Guest 김단비(해금),"하울의 움직이는 성, 센과 치히로의 행방불명 등 재즈로 즐기는 지브리 애니메이션의 명곡",,https://tickets.interpark.com/goods/22009429,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=36130f73014f487e8f0521fed2a06caf&thumb=Y,2022-07-29,시민,2022-10-30 00:00:00.0,2022-10-30 00:00:00.0,기타
4,콘서트,마포구,마포아트센터 JAZZ REBOOT -VOCALIST - 김민희 & Her Trio,2022-10-29~2022-10-29,마포아트센터 아트홀맥,,8세이상관람가[미취학아동입장불가],전석 5만원 ,Minhee Kim Vocal 김민희 | 보컬 Joon Smith Guitar 준 스미스 | 기타 Daeho Kim Bass 김대호 | 베이스 Joep Van Rhijn Trumpet 율 반 라인 | 트럼펫,"김민희의 따듯하고 젠틀한 스윙 포근하고 따듯한 음색, 담백하고 편안한 톤으로 많은 재즈 팬들의 사랑을 받고 있는 재즈 보컬리스트 김민희가 주축이 되어, 재즈를 듣기 좋은 최적의 시즌인 가을의 중심에서 남녀노소 누구나 부담 없이 편하게 즐길 수 있는 “Gentle Swing” 콘서트를 선보인다. 흥겨우면서도 부드럽고 젠틀한 스윙을 연주하는 기타베이스-트럼펫으로 구성된 드럼리스(drum-less) 트리오 편성에 보컬이 더해진 4인조 밴드는 멤버들 간의 인터플레이와 서정성을 살린 연주로, 보다 섬세하고 듣기 편안한 스윙 기반의 재즈 스탠더드, 발라드, 그리고 영화에 수록된 유명 곡을 연주한다","JAZZ REBOOT 재즈의 주요 공연장으로 관객과 아티스트 모두에게 사랑 받으며, '재즈의 메카'로 평가받던 마포아트센터. 2022년 재개관을 기념하며 최고의 재즈 뮤지션들과 함께하는, 명품 재즈시리즈 <마포아트센터 JAZZ REBOOT>를 선보입니다",https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2031&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=041314750b87456ea90b7f86614fffd1&thumb=Y,2022-05-23,기관,2022-10-29 00:00:00.0,2022-10-29 00:00:00.0,기타
5,콘서트,마포구,마포아트센터 JAZZ REBOOT -VOCALIST - 이부영 콰르텟,2022-10-29~2022-10-29,마포아트센터 아트홀맥,,8세이상관람가[미취학아동입장불가],전석 5만원 ,Bu Young Lee Vocal 이부영 | 보컬 Youngjoo Song Piano 송영주 | 피아노 Younwoo Park Guitar 박윤우 | 기타 Hyunwoo Yeo Clarinet/Saxophone 여현우] 클라리넷/색소폰,"보다 성숙하고 우아한 사랑의 노래들 2016년 4집 음반 “Little Star”로 <한국대중음악상을 수상한 재즈 보컬리스트 이부영은, 2021년의 끝자락에 발표한 6집 'Love, Like a Song","인상주의적 질감을 완성하는 최고의 앙상블 국내 최고의 재즈 피아니스트로 평가 받으며, 재즈와 K-Pop, 크로스오버 장르를 넘나들며 수많은 아티스트의 러브 콜을 받아온 피아니스트 송영주, 성악가 조수미의 음반 작업부터 클래식 기타 기반으로 탄탄한 연주실력을 겸비한 기타리스트 박윤우, 네덜란드 유학의 경험으로 보다 섬세하고 사색적인 연주를 들려주는 클라리넷/색소폰 연주자 여현우까지, 최고의 재즈 아티스트들이 참여하는 이번 공연은 “인상주의 보컬리스트”라는 특별한 수식어를 갖는 재즈 보컬리스트 이부영의 매력을 완벽하게 보여줄 무대가 될 것이다. 풍부하고 다양한 감성을 유연하면서도 지적으로 보여주는 그녀는 그간 꾸준히 다루어왔던 사랑의 테마를 하나의 긴 호흡으로 풀어내며 피아노 기타 - 클라리넷 이라는 독특한 편성에서, 예술영화의 서사시와 같은 감동과 감정을 마치 영화음악의 사운드트랙을 연주하듯, 깊고 짙은 색으로 표현하며 가장 우아하고 진솔한 사랑의 찬가를 노래한다",https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2032&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a83bcf79b1af4967b00c9f74d4cca85a&thumb=Y,2022-05-23,기관,2022-10-29 00:00:00.0,2022-10-29 00:00:00.0,기타
6,콘서트,마포구,마포아트센터 JAZZ REBOOT -VOCALIST - 김주환 밴드,2022-10-28~2022-10-28,마포아트센터 아트홀맥,,8세이상관람가[미취학아동관람불가],전석 5만원 ,Ju-Hwan Kim Vocal 김주환 | 보컬  / Jaehun Kang Piano 강재훈 | 피아노  / Joon Smith Guitar 준 스미스 | 기타  / Jinkyo Park Bass 박진교 | 베이스  / Seongku Lee Drum 이성구 | 드럼,김주환의 “아메리칸 SONGBOOK,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2030&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=843f35d548c54d7b8e09ebb26c0a8d3b&thumb=Y,2022-05-23,기관,2022-10-28 00:00:00.0,2022-10-28 00:00:00.0,기타
7,축제-문화/예술,서초구,2022 서울국제음악제,2022-10-22~2022-10-30,서울 예술의전당 / 금호아트홀 연세 / JCC 아트센터,,8세 이상 ~ ,무료~15만원 (공연별/좌석별 상이),"SIMF 오케스트라, SIMF 합창단, 홍석원(지휘), 라덱 바보락(호른), 서예리(소프라노), 김정미(메조소프라노),   국윤종(테너), 토마스 바우어(바리톤) 외",10.22(토) SIMF오케스트라 개막음악회  10.23(일) 게리 호프만 & 일리야 라쉬코프스키 듀오 리사이틀  10.25(화) SIMF 실내악 시리즈 1 : 모차르트 · 클럭하르트 · 브람스  10.26(수) 바리톤 토마스 바우어 리사이틀  10.27(목) SIMF 실내악 시리즈 2 : 프랑크 · 드뷔시  10.28(금) SIMF 실내악 시리즈 3 : 파가니니 · 모차르트 · 김지향  10.30(일) SIMF오케스트라 폐막음악회,서울에서 열리는 전문 클래식 국제 페스티벌! ,http://simf.kr/index.html,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bbd460ba1db848ce80669cf58cf7363b&thumb=Y,2022-07-22,시민,2022-10-22 00:00:00.0,2022-10-30 00:00:00.0,기타
8,콘서트,마포구,제7회 M 클래식 축제 스페셜 콘서트 《 어떤가요 #2 》,2022-10-20~2022-10-20,마포아트센터 아트홀맥,,8세 이상관람가능,"R 44,000 S 33,000 A 22,000","백 투 더 1980! 여심의 마음을 흔들었던 원조 꽃미남 가수들이 총출동!!  ‘사랑하기에’, ‘여름날의 추억’의 이정석 ‘또 만났네’, ‘집시 여인’, ‘당신만이’의 이치현 ‘하룻밤의 꿈’, ‘그녀를 만나는 곳 100m전’의 이상우 국민 힐링송 ‘나는 문제 없어’의 주인공 황규영",02-3274-8600(문의 1번),,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_code=BOARD_1207683401&sc_b_category=17&sc_month=2022-10-01&pk_seq=2080&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77e105bfca494a3a8cd66d059c4e33cf&thumb=Y,2022-08-03,기관,2022-10-20 00:00:00.0,2022-10-20 00:00:00.0,기타
9,전시/미술,동대문구,서울디자인 2022,2022-10-19~2022-11-02,"동대문디자인플라자 및 서울시 일대, DDP타운(메타버스)",,누구나,"아트홀(알림관) 전시 12,000원 (9월 8일 얼리버드 티켓 오픈 예정)",,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=494&boardno=16&cateSched=16&bbstopno=494&act=view,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ceeeb17a95ce41679d2f1e244e66bd31&thumb=Y,2022-07-27,기관,2022-10-19 00:00:00.0,2022-11-02 00:00:00.0,
10,무용,마포구,2022 전국 공연예술 창제작유통 협력 사업 선정 공연 ,2022-10-14~2022-10-15,마포아트센터 아트홀맥,,8세이상 관람가능,"R석 50,000원, S석 40,000원, A석 30,000원",ARTSIST & CREATIVE TEAM 제작 : 김길용  연출 : 홍성욱 안무 : 주재만 부단장 : 김수연 지도 : 이아람 영상디자인 : 황정남 의상디자인 : 엘의상 조명디자인 : Team Tak 무대감독 : 서지훈 음향감독 : 문우원 공연진행 : 이용택 기획홍보 : 전유경 이성민 문화사업 : 유제신 김주비 홍보물디자인 : 무난한 사진영상 : 김윤관(바바미디어) 오케스트라 총괄 : 윤동진(더브릿지컴퍼니),"마포아트센터에서 만나는 와이즈발레단 x 주재만 안무가의 공연!  “지구의 소리를 들어보세요. 자연은 여행지가 아닌 고향입니다.”  지구온난화가 심화된 지금, 우리는 인간의 삶과 정신을 위해 자연의 중요성을 깨달아야 합니다. VITA는 인류애의 내적인 동기를 들여다보기 위해 인간 개인과 자연 사이의 소통을 나타내고 있습니다. 자연, 힘, 사랑, 실존하는 삶 및 음악과 춤의 관계를 찬양하며 현대 발레의 순수한 열정과 심오한 메시지 그리고 광대한 에너지가 작품 <VITA>를 완성합니다.", 뉴욕 컴플렉션 발레단 전임안무가 주재만이 안무한 <VITA>를 안무가의 상상 속에 있는 배경과 오케스트라가 연주하는 안토니오 비발디의 음악 속에서 춤을 추는 무용수를 만나보세요. (재)예술경영지원센터의 ‘2022 전국 공연예술 창제작유통 협력 사업’ 선정 공연,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2077&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=99b2a69b174e4cb3a7b9eeaf3f66fa8a&thumb=Y,2022-08-03,기관,2022-10-14 00:00:00.0,2022-10-15 00:00:00.0,기타
11,클래식,마포구,2022 한국가곡 세기의 콘서트 [#6. 아버지처럼],2022-10-04~2022-10-04,아트홀맥,,8세이상 관람가[미취학아동입장불가],"전석 30,000원","[출연] 예술총감독 하만택, 연출 홍민정 오케스트라 - 코리아아르츠 앙상블, 지휘 로즈 송 테너 윤서준, 바리톤 송기창, 바리톤 임희성, 소프라노 홍예선, 소프라노 정혜욱",,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2049&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9951efe4124c476294f65cda95c398cf&thumb=Y,2022-07-12,기관,2022-10-04 00:00:00.0,2022-10-04 00:00:00.0,
12,클래식,마포구,2022 M 소나타 시리즈 #4 [백건우 피아노 리사이틀],2022-10-01~2022-10-01,마포아트센터 아트홀맥 ,,8세이상 관람가능 [미취학아동입장불가],"VIP 70,000원, R 60,000원 S 40,000원",백건우,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2018&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ea52c232e1ec4b0886a072b519c61485&thumb=Y,2022-04-29,기관,2022-10-01 00:00:00.0,2022-10-01 00:00:00.0,기타
13,클래식,마포구,2022 M 소나타 시리즈 #3 [박재홍 피아노 리사이틀],2022-09-29~2022-09-29,마포아트센터 아트홀맥 ,,8세이상 관람가[미취학아동입장불가],"VIP 44,000원, R 33,000원 S 22,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2017&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4a96be870f846adb9d84e0af2c9109a&thumb=Y,2022-04-29,기관,2022-09-29 00:00:00.0,2022-09-29 00:00:00.0,기타
14,축제-문화/예술,마포구,2022 서울국제작가축제,2022-09-23~2022-09-30,"합정 서교스퀘어, 명동 커뮤니티하우스 마실, 인천국제공항",,참여를 원하는 분들은 누구나,없음(무료),"김혜순, 하성란, 김언수, 포레스트 갠더, 사만타 슈웨블린 등 ",,,www.siwf.or.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0771e7d9a4414b5c9228ae82ca753980&thumb=Y,2022-06-24,기관,2022-09-23 00:00:00.0,2022-09-30 00:00:00.0,
15,클래식,노원구,2022 퀸 엘리자베스 콩쿠르 위너스 콘서트 in 노원,2022-09-15~2022-09-15,노원문화예술회관 대공연장,,8세 이상,R석 4만원 / A석 3만원,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc767232b0794dfa985b261db576f533&thumb=Y,2022-08-01,기관,2022-09-15 00:00:00.0,2022-09-15 00:00:00.0,
16,전시/미술,중구,춤추는 낱말,2022-09-01~2022-11-20,서울시립미술관,,누구나,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1063772,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=34a4810fb2354b1dadf3bb5aa0aa0a1d&thumb=Y,2022-07-15,기관,2022-09-01 00:00:00.0,2022-11-20 00:00:00.0,
17,문화교양/강좌,구로구,[구로구립 궁동어린이도서관] 2022년 9월 독서의 달 프로그램 안내,2022-09-01~2022-09-30,궁동어린이도서관,,도서관 이용자,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=094bae2e929744bfa482b338bc45bbc5&thumb=Y,2022-08-01,시민,2022-09-01 00:00:00.0,2022-09-30 00:00:00.0,
18,국악,중구,[국립극장] 22-23 국립극장 레퍼토리시즌의 오픈 공연! 국립창극단 [귀토] (22.08.31-09.04) ,2022-08-31~2022-09-04,국립극장 해오름,,8세 이상 관람가,"VIP석 80,000원,  R석 60,000원, S석 40,000원, A석 20,000원",,,,https://me2.do/Gq1yI9k7,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=413fee468a4d4979a50234866dc07c67&thumb=Y,2022-07-13,기관,2022-08-31 00:00:00.0,2022-09-04 00:00:00.0,기타
19,클래식,서초구,[클래식다방] 파가니니홀 '클래식의 하모니',2022-08-31~2022-09-03,서울특별시 서초구 남부순환로 2395,,전체관람,,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=471,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=821d4fa55bda418f81500506a6dce19e&thumb=Y,2022-07-27,기관,2022-08-31 00:00:00.0,2022-09-03 00:00:00.0,
20,기타,구로구,[구로구립]꿈마을도서관 8월 문화가 있는 날 [사서추천도서 '분류번호 700'],2022-08-31~2022-08-31,꿈마을도서관 2층 종합자료실,,도서관 이용자,,,,,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/2296,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c12ee612c39d4b75aa91eb7106e5505b&thumb=Y,2022-07-26,기관,2022-08-31 00:00:00.0,2022-08-31 00:00:00.0,문화가 있는 날
21,클래식,양천구,2022 월간뮤지크 - 브라스 마켓(금관 5중주),2022-08-31~2022-08-31,양천문화회관 대극장,,만 8세 이상,"전석 10,000원 (양천구민, 양천구 재직자 50%)",,,,https://yfac.kr/main/site/ticket/page1.do?proc_type=view&tidx=105&prepage=%2Fmain%2Fsite%2Fticket%2Fpage1.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=74e481b1af444fb396f0c1103d5c1f31&thumb=Y,2022-07-06,기관,2022-08-31 00:00:00.0,2022-08-31 00:00:00.0,문화가 있는 날
22,기타,송파구,[한성백제박물관] 8월 문화가 있는 날 연계행사 [칠지도를 찾아라!],2022-08-31~2022-08-31,한성백제박물관,,시민 누구나,,,,,https://baekjemuseum.seoul.go.kr/module/index.jsp?boardid=a&code=EV&mmode=content&mpid=SBM0403000000&pid=20334&strsearch=&d_s_que=&cpage=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=04124506b8234abf9b323a431804448c&thumb=Y,2022-07-08,기관,2022-08-31 00:00:00.0,2022-08-31 00:00:00.0,문화가 있는 날
23,클래식,종로구,2022 서울시향 우리동네 음악회 실내악(8.31),2022-08-31~2022-08-31,오류문화센터 오류아트홀,서울시립교향악단,홈페이지 참고,,,,,https://seoulphil.or.kr/perf/view?perfNo=4816&calendarDate=&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=abe98972cc7043d284e5045a83f1e594&thumb=Y,2022-08-01,기관,2022-08-31 00:00:00.0,2022-08-31 00:00:00.0,
24,무용,노원구,2022 노원구 공연예술단체 창작활동 지원사업 선정작 - 서울시티발레단 '백조의 호수',2022-08-31~2022-08-31,노원문화예술회관 대공연장,,만 5세 이상,R석 3만원 / A석 2만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=275,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eb55ff8b08da4713a4652257d3d2b5d7&thumb=Y,2022-07-19,기관,2022-08-31 00:00:00.0,2022-08-31 00:00:00.0,
25,클래식,구로구,서울시립교향악단 우리동네 음악회 (08.31),2022-08-31~2022-08-31,오류아트홀 (전석무료),,만 5세 이상,,,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3576&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=85c95cdfa6fe4baca78c0f9a075a50ad&thumb=Y,2022-07-26,기관,2022-08-31 00:00:00.0,2022-08-31 00:00:00.0,
26,문화교양/강좌,중구,시민 대상 글쓰기 기초 교육 [글쓰기 틔움],2022-08-30~2022-09-27,시민청 지하1층 워크숍룸,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2566,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e7181a50ae3e4a3d9a1ceccd7c595594&thumb=Y,2022-08-03,기관,2022-08-30 00:00:00.0,2022-09-27 00:00:00.0,
27,콘서트,구로구,"2022 브런치콘서트 [이달의 공연] 8월, 여행자의 노래",2022-08-30~2022-08-30,구로아트밸리 예술극장,,8세 이상 관람가,"전석 10,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3575&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9543f9e4dfc449a6a2ef19028948cca4&thumb=Y,2022-07-21,기관,2022-08-30 00:00:00.0,2022-08-30 00:00:00.0,
28,클래식,동작구,2022 서울시향 우리동네 음악회 실내악 (08.29),2022-08-29~2022-08-29,서울특별시 동작구 대방동 345-1,,전체관람가,,,,,https://www.seoulphil.or.kr/perf/view?perfNo=5090&calendarDate=2022/08/01&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=65e513d05df54e5b9f4eba59d4862423&thumb=Y,2022-07-27,기관,2022-08-29 00:00:00.0,2022-08-29 00:00:00.0,
29,기타,도봉구,[평화문화진지] 시민과 함께하는 평화취타대,2022-08-27~2022-11-05,평화문화진지 일대,,누구나 무료관람,,,,,https://culturebunker.or.kr/archives/program/%ea%b3%b5%ec%97%b0-2022-%ec%8b%9c%eb%af%bc%ea%b3%bc-%ed%95%a8%ea%bb%98%ed%95%98%eb%8a%94-%ed%8f%89%ed%99%94%ec%b7%a8%ed%83%80%eb%8c%80,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=151fe1942de14fd18a6d8f75097131c0&thumb=Y,2022-07-13,기관,2022-08-27 00:00:00.0,2022-11-05 00:00:00.0,기타
30,문화교양/강좌,동작구,"[WE하여 독서문화캠프] 중학생 고등학생 독서&글쓰기 캠프, 나만의 독립출판물 만들기! ",2022-08-27~2022-10-08,사당솔밭도서관 3층 문화교실,,"청소년(중,고등학생)",,,,"평소 독서와 글쓰기를 즐기는 아이라면 보다 즐거운 방학이,  아직 독서와 글쓰기의 즐거움을 찾지 못한 아이라면 뜻밖의 발견을,  출판문화산업과 관련해 꿈을 키우고 있는 아이라면 뜻깊은 체험이 될 거예요!  ？ [출처] [WE하여 독서문화캠프] 중학생 고등학생 독서&글쓰기 캠프, 나만의 독립출판물 만들기!|작성자 다랑어스토리",https://lib.dongjak.go.kr/dj/module/teach/detail.do?group_idx=56&teach_idx=3086&menu_idx=32&category_idx=0&searchCate1=16&large_category_idx=0&category_idx=0,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dcd37ed8a4ec4cbbb59db10ae34a0284&thumb=Y,2022-07-26,기관,2022-08-27 00:00:00.0,2022-10-08 00:00:00.0,어린이/청소년 문화행사
31,콘서트,종로구,2022 THE 신승훈 SHOW [미소속에 비친 그대],2022-08-27~2022-08-28,세종대극장,,만 7세이상,"VIP석 154,000원 / R석 132,000원 / S석 110,000원 / A석 99,000원 / B석 88,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33347&menuNo=200004&sdate=2022-07-27&searchWrd=&searchSort=1&searchCnd=1&edate=2022-08-27&searchPackage=&searchPlaceCdStr=P%2CALL&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5859383b190f41c4832a2f9461a14b30&thumb=Y,2022-07-27,기관,2022-08-27 00:00:00.0,2022-08-28 00:00:00.0,
32,콘서트,노원구,[서울생활사박물관]  레트로콘서트_추억의 음악 첼로콘서트,2022-08-27~2022-08-27,서울생활사박물관 3층 테라스,,전체,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=52e0bc809b3446e99259947e1dc257f2&thumb=Y,2022-07-08,기관,2022-08-27 00:00:00.0,2022-08-27 00:00:00.0,
33,무용,금천구,금나래아트홀 기획공연 [댄싱뮤지엄],2022-08-27~2022-08-27,금나래아트홀 공연장 ,,36개월이상 ,전석 2만원(할인정보 금천문화재단 홈페이지 참조),서울발레시어터 ,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3491&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7e357ce6e6d7412784d7830515fa3c7b&thumb=Y,2022-07-08,기관,2022-08-27 00:00:00.0,2022-08-27 00:00:00.0,기타
34,클래식,송파구,2022 서울시향 베조드 압두라이모프의 베토벤 피아노 협주곡 3번 ①/②,2022-08-26~2022-08-27,롯데콘서트홀,,8세 이상 관람,"R 80,000 / S 60,000 / A 40,000 / B 20,000 / C 10,000",,,,https://seoulphil.or.kr/perf/view?perfNo=4854&calendarDate=2022/08/01&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1d0035c2c0ee45d4b3c4f3cc9f9d06d7&thumb=Y,2022-07-27,기관,2022-08-26 00:00:00.0,2022-08-27 00:00:00.0,
35,콘서트,마포구,서울 재즈 재결성 콘서트,2022-08-26~2022-08-26,마포아트센터 아트홀맥,,만 8세이상,"R석 60,000원 / S석 40,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_code=BOARD_1207683401&sc_b_category=17&sc_month=2022-08-01&pk_seq=2079&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=59e73b103a66407abb3784c234cbf020&thumb=Y,2022-07-27,기관,2022-08-26 00:00:00.0,2022-08-26 00:00:00.0,
36,문화교양/강좌,송파구,2022 서울책보고 금요북클럽(8월),2022-08-26~2022-08-26,서울책보고,,홈페이지 참고,,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3063&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8d69a91d5f6249f4a06c3594fde92347&thumb=Y,2022-07-29,기관,2022-08-26 00:00:00.0,2022-08-26 00:00:00.0,
37,뮤지컬/오페라,강북구,뮤지컬 어쩌면 해피엔딩,2022-08-25~2022-08-27,꿈의숲 퍼포먼스홀,,14세 이상 관람 가능,"전석 10,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33462&menuNo=200004&sdate=2022-07-25&searchWrd=&searchSort=1&searchCnd=1&edate=2022-08-25&searchPackage=&searchPlaceCdStr=P%2CALL&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d40d11b2fa8a4398bed740e49e4a4aea&thumb=Y,2022-07-25,기관,2022-08-25 00:00:00.0,2022-08-27 00:00:00.0,
38,국악,종로구,피아노병창 최준 [지음지기(知音知己)] - CHOI JUN PIANO DIARY 2022 -,2022-08-25~2022-08-25,서울돈화문국악당,서울돈화문국악당,홈페이지 참고,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2022/8/1142,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7751b0c736264435a096437485a91886&thumb=Y,2022-08-01,기관,2022-08-25 00:00:00.0,2022-08-25 00:00:00.0,
